record_key,source_schema,source_site,source_file,source_url,url_recovery,data_snapshot,mobile_name,network_2g,network_3g,network_4g,network_5g,launch_announced,launch_status,body_dimensions,body_weight,body_build,body_sim,body_protection,display_type,display_size,display_resolution,display_protection,platform_os,platform_chipset,platform_cpu,platform_gpu,memory_card_slot,memory_types_json,memory_technology,main_camera_specifications_json,main_camera_features,main_camera_video_json,selfie_camera_specifications_json,selfie_camera_features,selfie_camera_video_json,sound_loudspeaker,sound_cable_jack,features_wlan,features_bluetooth,features_positioning,features_nfc,features_infrared_port,features_radio,features_usb,features_back_finger_print,features_side_finger_print,features_in_display_finger_print,features_sensors,battery_capacity,battery_wireless_charging,battery_charging_json,colors_json,exposure_weight,prices_json,completeness_score,file_sha256,payload_json
032a78ba99c77ef679797fc787b656e02912379b6e521273d8aa8842abdc3752,daraz,daraz.pk,daraz.pk/daraz__17-8-256-50mp-ois-5000mah-25w-15-70-i914650812.html.json,https://www.daraz.pk/products/17-8-256-50mp-ois-5000mah-25w-15-70-i914650812.html,filename,2026-08-15T11:27:25+00:00,Samsung Galaxy A17 – 8GB RAM + 256GB Storage | 50MP Triple Camera OIS 5000mAh Battery 25W Fast Charging | Android 15 (OneUI 7.0),true,true,true,false,,Available,164.4 x 77.9 x 7.5 mm,192 g,OS,Nano-SIM + Nano-SIM,"Corning Gorilla Glass Victus, Mohs level 5",Super AMOLED,6.7 Inch,1080 x 2340 Pixels (~382 PPI),,Android 15,Exynos 1330,,Mali-G68 MP2,,"[""8GB RAM / 256GB""]",,"[""50MP""]",,[],[],,[],,false,,"v5.3 with A2DP, LE","Yes + GPS, GLONASS, GALILEO, BDS, QZSS",true,false,false,USB Type-C 2.0,false,false,false,,Capacity,false,[],"[""Black"",""Gray"",""Blue""]",Weight Unknown,[109999.0],0.70833,f62682b00a59606facc0f0f5db4fd2235a96a6fdce1b10383617b8a7db7fe5e8,"{""Battery"":{""Capacity"":""Capacity"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":""OS"",""Dimensions"":""164.4 x 77.9 x 7.5 mm"",""Protection"":""Corning Gorilla Glass Victus, Mohs level 5"",""SIM"":""Nano-SIM + Nano-SIM"",""Weight"":""192 g""},""Colors"":[""Black"",""Gray"",""Blue""],""Display"":{""Protection"":null,""Resolution"":""1080 x 2340 Pixels (~382 PPI)"",""Size"":""6.7 Inch"",""Type"":""Super AMOLED""},""Features"":{""BackFingerPrint"":0,""Bluetooth"":""v5.3 with A2DP, LE"",""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":1,""Positioning"":""Yes + GPS, GLONASS, GALILEO, BDS, QZSS"",""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":""USB Type-C 2.0"",""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""50MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""8GB RAM / 256GB""]},""MobileName"":""Samsung Galaxy A17 – 8GB RAM + 256GB Storage | 50MP Triple Camera OIS 5000mAh Battery 25W Fast Charging | Android 15 (OneUI 7.0)"",""Network"":{""2G"":1,""3G"":1,""4G"":1,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Exynos 1330"",""GPU"":""Mali-G68 MP2"",""OS"":""Android 15""},""Price"":[109999.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
aab5260465c51163bd5ee454028381ebb241c258608534855998d29477faed0a,daraz,daraz.pk,daraz.pk/daraz__17-8256-304646-i1960499744.html.json,https://www.daraz.pk/products/17-8256-304646-i1960499744.html,filename,2026-08-15T13:14:12+00:00,Carrefour Samsung Galaxy A17 8+256 Black-304646,false,false,false,false,,Available,,,,,,,,,,,,,,,[],,[],,[],[],,[],,false,,,,false,false,false,,false,false,false,,,false,[],[],Weight Unknown,[87500.0],0.12500,f0cb7540a19faeecebea98636a756002025f93c80f500f60869efad46e6aa60c,"{""Battery"":{""Capacity"":null,""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":null,""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[]},""MobileName"":""Carrefour Samsung Galaxy A17 8+256 Black-304646"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":null,""GPU"":null,""OS"":null},""Price"":[87500.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
e5b81e1e2204a97858362a0b2cc61db2f24b467ef3b4c01e17416ca0fa5b01d8,daraz,daraz.pk,daraz.pk/daraz__17-8256-304647-i1960471760.html.json,https://www.daraz.pk/products/17-8256-304647-i1960471760.html,filename,2026-08-15T13:31:35+00:00,Carrefour Samsung Galaxy A17 8+256 Blue-304647,false,false,false,false,,Available,,,,,,,,,,,,,,,[],,[],,[],[],,[],,false,,,,false,false,false,,false,false,false,,,false,[],[],Weight Unknown,[87500.0],0.12500,28c8069212f0f7d9c195155b6059ba58bb692fa2cd07e2bda3e282de85b5d34c,"{""Battery"":{""Capacity"":null,""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":null,""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[]},""MobileName"":""Carrefour Samsung Galaxy A17 8+256 Blue-304647"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":null,""GPU"":null,""OS"":null},""Price"":[87500.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
6f93b0eff2b71031f9629b3e5c8c61a804f7ae84aa9b3b0b655ac035baf71138,daraz,daraz.pk,daraz.pk/daraz__17-8256-304648-i1961138755.html.json,https://www.daraz.pk/products/17-8256-304648-i1961138755.html,filename,2026-08-15T13:11:51+00:00,Carrefour Samsung Galaxy A17 8+256 Grey-304648,false,false,false,false,,Available,,,,,,,,,,,,,,,[],,[],,[],[],,[],,false,,,,false,false,false,,false,false,false,,,false,[],[],Weight Unknown,[87500.0],0.12500,f09907dc85902324d9c46c2eb974350d2af7e72553a63b8978c60d436b86fbba,"{""Battery"":{""Capacity"":null,""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":null,""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[]},""MobileName"":""Carrefour Samsung Galaxy A17 8+256 Grey-304648"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":null,""GPU"":null,""OS"":null},""Price"":[87500.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
b8128620de3f1c26bd2efb8559fea1a49a10c017f8d6cdd5f42520a153f630d8,daraz,daraz.pk,daraz.pk/daraz__17-ii-6-128-ii-5000-i934946665.html.json,https://www.daraz.pk/products/17-ii-6-128-ii-5000-i934946665.html,filename,2026-08-15T11:45:00+00:00,Samsung Galaxy A17 II 6Gb Ram 128Gb Rom II 5000mAh,false,false,false,false,,Available,,,,,,AMOLED,6.7 Inch,1080 x 2340,,,Helio G99GPUMali-G68,,,,"[""6Gb Ram / 128Gb""]",,"[""68 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,5000mAh,false,[],[],Weight Unknown,[74999.0],0.41667,b3ed02218e7aad8db7998b3452dd851a2993fc3014e116d20221a9dc3ddf8d26,"{""Battery"":{""Capacity"":""5000mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":""1080 x 2340"",""Size"":""6.7 Inch"",""Type"":""AMOLED""},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""68 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""6Gb Ram / 128Gb""]},""MobileName"":""Samsung Galaxy A17 II 6Gb Ram 128Gb Rom II 5000mAh"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Helio G99GPUMali-G68"",""GPU"":null,""OS"":null},""Price"":[74999.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
7466e1a8f30d534fd7105897ee6fa50369d4ea452730217193ee50da4462046c,daraz,daraz.pk,daraz.pk/daraz__17-ii-8-256-ii-5000-i934940744.html.json,https://www.daraz.pk/products/17-ii-8-256-ii-5000-i934940744.html,filename,2026-08-15T11:53:05+00:00,Samsung Galaxy A17 II 8Gb Ram 256Gb Rom II 5000mAh,false,false,false,false,,Available,,,,,,AMOLED,6.7 Inch,1080 x 2340,,,Helio G99GPUMali-G68,,,,"[""8Gb Ram / 256Gb""]",,"[""68 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,5000mAh,false,[],[],Weight Unknown,[89999.0],0.41667,dff28032857ebb8948be71addff0cef88891ba8d2cf4568cee4316755458e7a4,"{""Battery"":{""Capacity"":""5000mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":""1080 x 2340"",""Size"":""6.7 Inch"",""Type"":""AMOLED""},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""68 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""8Gb Ram / 256Gb""]},""MobileName"":""Samsung Galaxy A17 II 8Gb Ram 256Gb Rom II 5000mAh"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Helio G99GPUMali-G68"",""GPU"":null,""OS"":null},""Price"":[89999.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
8b86886ceaa2ef30f3317f0faaffbb0a43ae5e252f3c0847cf2e9860d77befe5,daraz,daraz.pk,daraz.pk/daraz__17t-12g-1-000-gb-i1968285747.html.json,https://www.daraz.pk/products/17t-12g-1-000-gb-i1968285747.html,filename,2026-08-15T11:55:19+00:00,Xiaomi 17T Pro || 12G Ram 512GB Rom || 7000mAh Battery,false,false,false,false,,Available,,,,,,AMOLED,"6.83""",2772 x 1280,,,Dimensity 9500GPUMali G1-UltraBatteryType7000mAhCameraFront Camera32 MPFront Flash LightN,,,,"[""512GBRAM / 512GB""]",,"[""32 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,7000mAh,false,[],[],Weight Unknown,[289999.0],0.41667,24c037eb7d078a6091139ca8d0c0d9597ea4c87c489ab709e0659df38f680368,"{""Battery"":{""Capacity"":""7000mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":""2772 x 1280"",""Size"":""6.83\"""",""Type"":""AMOLED""},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""32 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""512GBRAM / 512GB""]},""MobileName"":""Xiaomi 17T Pro || 12G Ram 512GB Rom || 7000mAh Battery"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Dimensity 9500GPUMali G1-UltraBatteryType7000mAhCameraFront Camera32 MPFront Flash LightN"",""GPU"":null,""OS"":null},""Price"":[289999.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
acb3ea3da8974f5990de23af24a47a3c457ba5caaec24bbc945754f332bde9cd,daraz,daraz.pk,daraz.pk/daraz__19-4-128-5000-i1951287793.html.json,https://www.daraz.pk/products/19-4-128-5000-i1951287793.html,filename,2026-08-15T13:04:57+00:00,Vivo Y19 | 4GB RAM | 128GB Storage | Dual Sim | PTA Approve | 5000 MAH Big Battery | Dual Speaker | FingerPrint + Face Unlock | Vivo Mobile On Installment,false,false,false,false,,Available,,,,,,,"6.53""",,,,Helio P65,,,,"[""4GB RAM / 128GB""]",,"[""16MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,5000 MAH,false,[],[],Weight Unknown,[25234.0],0.33333,d9f34fe8b4156bd303d9f760660e4a44c20210c69e59f9acada0bad8f8b92495,"{""Battery"":{""Capacity"":""5000 MAH"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":""6.53\"""",""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""16MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""4GB RAM / 128GB""]},""MobileName"":""Vivo Y19 | 4GB RAM | 128GB Storage | Dual Sim | PTA Approve | 5000 MAH Big Battery | Dual Speaker | FingerPrint + Face Unlock | Vivo Mobile On Installment"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Helio P65"",""GPU"":null,""OS"":null},""Price"":[25234.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
4b71be9b28acf518e7ef75a3d68ba6244b1c29ce3b8149763df2811e256cafde,daraz,daraz.pk,daraz.pk/daraz__2-1-gb-8gb-256-mah-20-pta-i353667396.html.json,https://www.daraz.pk/products/2-1-gb-8gb-256-mah-20-pta-i353667396.html,filename,2026-08-15T09:36:18+00:00,Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | 20 MP Camera | Official PTA Approved,false,false,true,false,,Available,,,,,,,6.4 inch,,,Android 10.0,Snapdragon 855,,,,"[""8GB RAM / 256GB""]",,"[""20 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,3130 mAh,false,[],[],Weight Unknown,[45000.0],0.37500,c69c537f8932becf38bac3e3ef127e4304ea59e2c7bd2864b9a9ea514104b3d2,"{""Battery"":{""Capacity"":""3130 mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":""6.4 inch"",""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""20 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""8GB RAM / 256GB""]},""MobileName"":""Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | 20 MP Camera | Official PTA Approved"",""Network"":{""2G"":0,""3G"":0,""4G"":1,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Snapdragon 855"",""GPU"":null,""OS"":""Android 10.0""},""Price"":[45000.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
caa95bed8830c37961c2d41e554a41d88872b6e327cb7bae26ccfb578da8395c,daraz,daraz.pk,daraz.pk/daraz__2-1-gb-8gb-256-mah-20-pta-i377428033.html.json,https://www.daraz.pk/products/2-1-gb-8gb-256-mah-20-pta-i377428033.html,filename,2026-08-15T10:31:45+00:00,Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | 20 MP Camera | Official PTA Approved | Gaming Phone,false,false,true,false,,Available,,,,,,,6.4 inch,,,Android 10.0,Snapdragon 855,,,,"[""8GB RAM / 256GB""]",,"[""20 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,3130 mAh,false,[],[],Weight Unknown,[42500.0],0.37500,1018e81989455e802abe208889c373eb04a9b6ee87c3970a6a0735d9f596fe1a,"{""Battery"":{""Capacity"":""3130 mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":""6.4 inch"",""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""20 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""8GB RAM / 256GB""]},""MobileName"":""Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | 20 MP Camera | Official PTA Approved | Gaming Phone"",""Network"":{""2G"":0,""3G"":0,""4G"":1,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Snapdragon 855"",""GPU"":null,""OS"":""Android 10.0""},""Price"":[42500.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
32942ae933becd07947b82b9953c1d023676c79487de2dcdda837056b0971e0d,daraz,daraz.pk,daraz.pk/daraz__2-1-gb-8gb-256-mah-20-pta-i885281225.html.json,https://www.daraz.pk/products/2-1-gb-8gb-256-mah-20-pta-i885281225.html,filename,2026-08-15T10:50:27+00:00,Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | 20 MP Camera | Official PTA Approved,false,false,true,false,,Available,,,,,,,6.4 inch,,,Android 10.0,Snapdragon 855,,,,"[""8GB RAM / 256GB""]",,"[""20 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,3130 mAh,false,[],[],Weight Unknown,[42500.0],0.37500,797d4952a0496560fdf743ba89625cfacb8fa028d4fb5c0bfa22fca114d6e41b,"{""Battery"":{""Capacity"":""3130 mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":""6.4 inch"",""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""20 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""8GB RAM / 256GB""]},""MobileName"":""Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | 20 MP Camera | Official PTA Approved"",""Network"":{""2G"":0,""3G"":0,""4G"":1,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Snapdragon 855"",""GPU"":null,""OS"":""Android 10.0""},""Price"":[42500.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
b56763c3c0acd113d448db22c23837ea95c8338d89e1e02d5e3aa3f1f5244f6b,daraz,daraz.pk,daraz.pk/daraz__2-1-gb-8gb-256-mah-pta-i363518887.html.json,https://www.daraz.pk/products/2-1-gb-8gb-256-mah-pta-i363518887.html,filename,2026-08-15T09:57:43+00:00,Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | Official PTA Approved,false,false,true,false,,Available,,,,,,,6.4 inch,,,Android 10.0,Snapdragon 855,,,,"[""8GB RAM / 256GB""]",,"[""20 MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,3130 mAh,false,[],[],Weight Unknown,[42600.0],0.37500,3051dba78b1239989fe94ba9cb12e755a1a6636e9bceb0d2cf210904d7d2a94f,"{""Battery"":{""Capacity"":""3130 mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":null,""Size"":""6.4 inch"",""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""20 MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""8GB RAM / 256GB""]},""MobileName"":""Aquos Zero 2 | 256GB ROM | 8GB RAM | Snapdragon 855 | 3130 mAh Battery | Official PTA Approved"",""Network"":{""2G"":0,""3G"":0,""4G"":1,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":""Snapdragon 855"",""GPU"":null,""OS"":""Android 10.0""},""Price"":[42600.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
efd52d76b02692990d219f9052868ee92c98119eddd47e3807c45e6bd5f6031b,daraz,daraz.pk,daraz.pk/daraz__2-2-gb-a50c-32gb-hd-5-mah-5w-c-i631867307.html.json,https://www.daraz.pk/products/2-2-gb-a50c-32gb-hd-5-mah-5w-c-i631867307.html,filename,2026-08-15T09:27:00+00:00,"Itel A50C 2+2 GB Extended RAM 32GB ROM 6.6” HD Big Screen , 4000mAh Battery 5W PowerCharge/Type-C , side fingerprint",false,false,false,false,,Available,,,,,,,,540x1208,,,,,,,"[""32GB""]",,"[""5MP""]",,[],[],,[],,false,,,,false,false,false,,false,false,false,,4000mAh,false,[],[],Weight Unknown,[29999.0],0.29167,66b87cc3079448e5b6a711e44455f4b8d0615c2f6999f9f5bc600bf2966082b6,"{""Battery"":{""Capacity"":""4000mAh"",""Charging"":[],""WirelessCharging"":0},""Body"":{""Build"":null,""Dimensions"":null,""Protection"":null,""SIM"":null,""Weight"":null},""Colors"":[],""Display"":{""Protection"":null,""Resolution"":""540x1208"",""Size"":null,""Type"":null},""Features"":{""BackFingerPrint"":0,""Bluetooth"":null,""InDisplayFingerPrint"":0,""Infrared port"":0,""NFC"":0,""Positioning"":null,""Radio"":0,""Sensors"":null,""SideFingerPrint"":0,""USB"":null,""WLAN"":null},""Launch"":{""Announced"":null,""Status"":""Available""},""Main Camera"":{""Features"":null,""Specifications"":[""5MP""],""Video"":[]},""Memory"":{""Card slot"":null,""Technology"":null,""Types"":[""32GB""]},""MobileName"":""Itel A50C 2+2 GB Extended RAM 32GB ROM 6.6” HD Big Screen , 4000mAh Battery 5W PowerCharge/Type-C , side fingerprint"",""Network"":{""2G"":0,""3G"":0,""4G"":0,""5G"":0},""Platform"":{""CPU"":null,""Chipset"":null,""GPU"":null,""OS"":null},""Price"":[29999.0],""Selfie Camera"":{""Features"":null,""Specifications"":[],""Video"":[]},""Sound"":{""3.5mm jack"":0,""Loudspeaker"":null},""Weight"":null}"
